"","Correlation","Tissue","Gene","Protein"
"345",0.739938080495356,"Bladder","NUCB2","P80303;NUCB2_HUMAN"
"346",0.752321981424149,"Bladder","MECP2","P51608;MECP2_HUMAN"
"347",0.723076923076923,"Bladder","LSR","Q86X29;LSR_HUMAN"
"348",0.331269349845201,"Bladder","DYNC1H1","Q14204;DYHC1_HUMAN"
"349",0.0764705882352941,"Bladder","FAM177A1","Q8N128;F177A_HUMAN"
"350",0.538235294117647,"Bladder","BCL2L13","Q9BXK5;B2L13_HUMAN"
"351",0.275541795665635,"Bladder","HNRNPC","P07910;HNRPC_HUMAN"
"352",0.430340557275542,"Bladder","UBA1","P22314;UBA1_HUMAN"
"353",-0.180598555211558,"Bladder","NOC2L","Q9Y3T9;NOC2L_HUMAN"
"354",0.139318885448916,"Bladder","ZC3H11A","O75152;ZC11A_HUMAN"
"355",0.336363636363636,"Bladder","EDC3","Q96F86;EDC3_HUMAN"
"356",0.0934065934065934,"Bladder","ADH5","P11766;ADHX_HUMAN"
"357",0.509803921568628,"Bladder","ETFA","P13804;ETFA_HUMAN"
"358",0.727554179566563,"Bladder","DLST","P36957;ODO2_HUMAN"
"359",0.192307692307692,"Bladder","RNF20","Q5VTR2;BRE1A_HUMAN"
"360",0.799793601651187,"Bladder","HSPD1","P10809;CH60_HUMAN"
"361",0.0257997936016512,"Bladder","PSMD1","Q99460;PSMD1_HUMAN"
"362",0.756449948400413,"Bladder","ILVBL","A1L0T0;HACL2_HUMAN"
"363",0.545923632610939,"Bladder","EWSR1","Q01844;EWS_HUMAN"
"364",-0.149638802889577,"Bladder","MKI67","P46013;KI67_HUMAN"
"365",0.617647058823529,"Bladder","PDS5A","Q29RF7;PDS5A_HUMAN"
"366",0.283797729618163,"Bladder","ALYREF","Q86V81;THOC4_HUMAN"
"367",0.364293085655315,"Bladder","DDX21","Q9NR30;DDX21_HUMAN"
"368",0.805985552115583,"Bladder","MDH2","P40926;MDHM_HUMAN"
"369",0.698529411764706,"Bladder","DDX10","Q13206;DDX10_HUMAN"
"370",0.47781217750258,"Bladder","RALY","Q9UKM9;RALY_HUMAN"
"371",0.0402476780185759,"Bladder","SF3B2","Q13435;SF3B2_HUMAN"
"372",0.181372549019608,"Bladder","IWS1","Q96ST2;IWS1_HUMAN"
"373",0.868131868131868,"Bladder","ATRN","O75882;ATRN_HUMAN"
"374",-0.170278637770898,"Bladder","PRPF8","Q6P2Q9;PRP8_HUMAN"
"375",0.514285714285714,"Bladder","ENAH","Q8N8S7;ENAH_HUMAN"
"376",0.31062951496388,"Bladder","ENO1","P06733;ENOA_HUMAN"
"377",0.52734778121775,"Bladder","PGK1","P00558;PGK1_HUMAN"
"378",0.0278637770897833,"Bladder","NOL7","Q9UMY1;NOL7_HUMAN"
"379",0.730392156862745,"Bladder","MMUT","P22033;MUTA_HUMAN"
"380",0.764285714285714,"Bladder","GSR","P00390;GSHR_HUMAN"
"381",0.607843137254902,"Bladder","TOR1AIP2","Q8NFQ8;TOIP2_HUMAN"
"382",-0.228571428571429,"Bladder","ADD1","P35611;ADDA_HUMAN"
"383",0.588235294117647,"Bladder","LIG3","P49916;DNLI3_HUMAN"
"384",0.713106295149639,"Bladder","ACAT1","P24752;THIL_HUMAN"
"385",0.638802889576883,"Bladder","HSD17B4","P51659;DHB4_HUMAN"
"386",0.70485036119711,"Bladder","ACADM","P11310;ACADM_HUMAN"
"387",0.0357142857142857,"Bladder","SCG2","P13521;SCG2_HUMAN"
"388",0.39938080495356,"Bladder","FLOT1","O75955;FLOT1_HUMAN"
"389",0.576883384932921,"Bladder","LMNA","P02545;LMNA_HUMAN"
"390",0.89010989010989,"Bladder","ALDH5A1","P51649;SSDH_HUMAN"
"391",0.543859649122807,"Bladder","SLC25A5","P05141;ADT2_HUMAN"
"392",-0.0485036119711042,"Bladder","NDUFV1","P49821;NDUV1_HUMAN"
"393",0.58041958041958,"Bladder","MYO18A","Q92614;MY18A_HUMAN"
"394",-0.0670794633642931,"Bladder","CHD4","Q14839;CHD4_HUMAN"
"395",0.0918472652218782,"Bladder","COTL1","Q14019;COTL1_HUMAN"
"396",0.33952528379773,"Bladder","CCAR2","Q8N163;CCAR2_HUMAN"
"397",0.291208791208791,"Bladder","NMT1","P30419;NMT1_HUMAN"
"398",0.445054945054945,"Bladder","SEC23IP","Q9Y6Y8;S23IP_HUMAN"
"399",-0.0588235294117647,"Bladder","PABPC1","P11940;PABP1_HUMAN"
"400",0.0485036119711042,"Bladder","HCFC1","P51610;HCFC1_HUMAN"
"401",0.35,"Bladder","GNB1","P62873;GBB1_HUMAN"
"402",0.458333333333333,"Bladder","VPS35","Q96QK1;VPS35_HUMAN"
"403",0.817857142857143,"Bladder","PLOD2","O00469;PLOD2_HUMAN"
"404",0.188235294117647,"Bladder","DDX41","Q9UJV9;DDX41_HUMAN"
"405",0.721362229102167,"Bladder","LSS","P48449;LSS_HUMAN"
"406",0.686813186813187,"Bladder","COA7","Q96BR5;COA7_HUMAN"
"407",0.700722394220846,"Bladder","ESYT2","A0FGR8;ESYT2_HUMAN"
"408",0.208791208791209,"Bladder","GNL1","P36915;GNL1_HUMAN"
"409",0.473529411764706,"Bladder","RAD50","Q92878;RAD50_HUMAN"
"410",0.691176470588235,"Bladder","LMO7","Q8WWI1;LMO7_HUMAN"
"411",0.116615067079463,"Bladder","LASP1","Q14847;LASP1_HUMAN"
"412",0.439285714285714,"Bladder","L2HGDH","Q9H9P8;L2HDH_HUMAN"
"413",0.0773993808049536,"Bladder","RBM17","Q96I25;SPF45_HUMAN"
"414",0.892672858617131,"Bladder","EGFR","P00533;EGFR_HUMAN"
"415",-0.195046439628483,"Bladder","GNB2","P62879;GBB2_HUMAN"
"416",0.444788441692466,"Bladder","VAT1","Q99536;VAT1_HUMAN"
"417",0.235294117647059,"Bladder","HGS","O14964;HGS_HUMAN"
"418",0.925,"Bladder","DSP","P15924;DESP_HUMAN"
"419",0.481940144478844,"Bladder","SNU13","P55769;NH2L1_HUMAN"
"420",0.278571428571429,"Bladder","TPP2","P29144;TPP2_HUMAN"
"421",0.543956043956044,"Bladder","UBA6","A0AVT1;UBA6_HUMAN"
"422",0.531475748194014,"Bladder","PDCD11","Q14690;RRP5_HUMAN"
"423",0.251748251748252,"Bladder","KLC1","Q07866;KLC1_HUMAN"
"424",0.690909090909091,"Bladder","SERPINB5","P36952;SPB5_HUMAN"
"425",0.463364293085655,"Bladder","LMNB1","P20700;LMNB1_HUMAN"
"426",0.205366357069143,"Bladder","PSMC2","P35998;PRS7_HUMAN"
"427",0.360165118679051,"Bladder","ACTN1","P12814;ACTN1_HUMAN"
"428",0.48813209494324,"Bladder","ACTN4","O43707;ACTN4_HUMAN"
"429",0.104231166150671,"Bladder","SUPT4H1","P63272;SPT4H_HUMAN"
"430",0.181818181818182,"Bladder","PPIL4","Q8WUA2;PPIL4_HUMAN"
"431",0.372727272727273,"Bladder","DNAAF5","Q86Y56;DAAF5_HUMAN"
"432",-0.0154798761609907,"Bladder","GRWD1","Q9BQ67;GRWD1_HUMAN"
"433",0.512899896800826,"Bladder","PELP1","Q8IZL8;PELP1_HUMAN"
"434",0.77296181630547,"Bladder","FAM3C","Q92520;FAM3C_HUMAN"
"435",-0.120588235294118,"Bladder","RPA2","P15927;RFA2_HUMAN"
"436",-0.00309597523219814,"Bladder","HNRNPM","P52272;HNRPM_HUMAN"
"437",-0.15,"Bladder","DNMT1","P26358;DNMT1_HUMAN"
"438",-0.13312693498452,"Bladder","RPS3A","P61247;RS3A_HUMAN"
"439",0.64499484004128,"Bladder","MIPEP","Q99797;MIPEP_HUMAN"
"440",0.667698658410733,"Bladder","PC","P11498;PYC_HUMAN"
"441",0.894117647058823,"Bladder","ACOX1","Q15067;ACOX1_HUMAN"
"442",0.00309597523219814,"Bladder","CCT3","P49368;TCPG_HUMAN"
"443",0.110423116615067,"Bladder","GMPS","P49915;GUAA_HUMAN"
"444",0.30030959752322,"Bladder","SMCHD1","A6NHR9;SMHD1_HUMAN"
"445",-0.111888111888112,"Bladder","KIFC1","Q9BW19;KIFC1_HUMAN"
"446",0.321678321678322,"Bladder","PNP","P00491;PNPH_HUMAN"
"447",0.1,"Bladder","CHID1","Q9BWS9;CHID1_HUMAN"
"448",0.514963880288958,"Bladder","ATP1A1","P05023;AT1A1_HUMAN"
"449",0.55,"Bladder","IPO7","O95373;IPO7_HUMAN"
"450",-0.108359133126935,"Bladder","RPS3","P23396;RS3_HUMAN"
"451",0.692307692307692,"Bladder","ACTR1A","P61163;ACTZ_HUMAN"
"452",0.240454076367389,"Bladder","GORASP2","Q9H8Y8;GORS2_HUMAN"
"453",0.671826625386997,"Bladder","ERLIN2","O94905;ERLN2_HUMAN"
"454",0.665934065934066,"Bladder","DYNC1I2","Q13409;DC1I2_HUMAN"
"455",0.174406604747162,"Bladder","ANXA5","P08758;ANXA5_HUMAN"
"456",0.742002063983488,"Bladder","ERLIN1","O75477;ERLN1_HUMAN"
"457",0.605882352941176,"Bladder","HMGN2","P05204;HMGN2_HUMAN"
"458",0.164285714285714,"Bladder","SPEN","Q96T58;MINT_HUMAN"
"459",0.373626373626374,"Bladder","ELAC2","Q9BQ52;RNZ2_HUMAN"
"460",0.366357069143447,"Bladder","PGAM5","Q96HS1;PGAM5_HUMAN"
"461",0.596428571428571,"Bladder","AHSA1","O95433;AHSA1_HUMAN"
"462",0.120743034055728,"Bladder","TUFM","P49411;EFTU_HUMAN"
"463",0.725490196078431,"Bladder","LRPPRC","P42704;LPPRC_HUMAN"
"464",0.61609907120743,"Bladder","SYNE2","Q8WXH0;SYNE2_HUMAN"
"465",0.364705882352941,"Bladder","AP1G1","O43747;AP1G1_HUMAN"
"466",0.554179566563468,"Bladder","MPRIP","Q6WCQ1;MPRIP_HUMAN"
"467",0,"Bladder","DHX37","Q8IY37;DHX37_HUMAN"
"468",0.541795665634675,"Bladder","SCP2","P22307;SCP2_HUMAN"
"469",0.578947368421053,"Bladder","LETM1","O95202;LETM1_HUMAN"
"470",0.226373626373626,"Bladder","SOD1","P00441;SODC_HUMAN"
"471",0.0257997936016512,"Bladder","SART1","O43290;SNUT1_HUMAN"
"472",0.0909090909090909,"Bladder","CHAF1A","Q13111;CAF1A_HUMAN"
"473",-0.0107142857142857,"Bladder","EIF3G","O75821;EIF3G_HUMAN"
"474",0.166150670794634,"Bladder","CLTC","Q00610;CLH1_HUMAN"
"475",0.393188854489164,"Bladder","WBP11","Q9Y2W2;WBP11_HUMAN"
"476",0.805882352941176,"Bladder","PTGFRN","Q9P2B2;FPRP_HUMAN"
"477",0.191176470588235,"Bladder","ATP6V0D1","P61421;VA0D1_HUMAN"
"478",0.872727272727273,"Bladder","SAMHD1","Q9Y3Z3;SAMH1_HUMAN"
"479",0.569230769230769,"Bladder","PITPNB","P48739;PIPNB_HUMAN"
"480",0.273477812177503,"Bladder","PRDX1","Q06830;PRDX1_HUMAN"
"481",-0.0567595459236326,"Bladder","PSMA1","P25786;PSA1_HUMAN"
"482",0.265221878224974,"Bladder","ACLY","P53396;ACLY_HUMAN"
"483",0.624355005159959,"Bladder","ACSL3","O95573;ACSL3_HUMAN"
"484",-0.384803921568628,"Bladder","PRRC2C","Q9Y520;PRC2C_HUMAN"
"485",0.221428571428571,"Bladder","DAD1","P61803;DAD1_HUMAN"
"486",0.56043956043956,"Bladder","GUSB","P08236;BGLR_HUMAN"
"487",0.417857142857143,"Bladder","SERPINB6","P35237;SPB6_HUMAN"
"488",0.768833849329205,"Bladder","FKBP8","Q14318;FKBP8_HUMAN"
"489",0.570691434468524,"Bladder","MYH9","P35579;MYH9_HUMAN"
"490",0.651186790505676,"Bladder","SART3","Q15020;SART3_HUMAN"
"491",0.566433566433566,"Bladder","SMS","P52788;SPSY_HUMAN"
"492",0.73374613003096,"Bladder","DLD","P09622;DLDH_HUMAN"
"493",0.147574819401445,"Bladder","MRPL24","Q96A35;RM24_HUMAN"
"494",0.304437564499484,"Bladder","RPS21","P63220;RS21_HUMAN"
"495",0.351909184726522,"Bladder","ATP5F1A","P25705;ATPA_HUMAN"
"496",0.753846153846154,"Bladder","CD109","Q6YHK3;CD109_HUMAN"
"497",0.611764705882353,"Bladder","PTK7","Q13308;PTK7_HUMAN"
"498",0.667857142857143,"Bladder","BCAM","P50895;BCAM_HUMAN"
"499",0.525,"Bladder","TMED1","Q13445;TMED1_HUMAN"
"500",0.088235294117647,"Bladder","COX7A2L","O14548;COX7R_HUMAN"
"501",-0.0154798761609907,"Bladder","RPS8","P62241;RS8_HUMAN"
"502",0.430340557275542,"Bladder","PSMC6","P62333;PRS10_HUMAN"
"503",0.25077399380805,"Bladder","HSP90AB1","P08238;HS90B_HUMAN"
"504",0.304437564499484,"Bladder","RPSA","P08865;RSSA_HUMAN"
"505",0.492260061919505,"Bladder","AHNAK","Q09666;AHNK_HUMAN"
"506",-0.236326109391125,"Bladder","RPS18","P62269;RS18_HUMAN"
"507",0.252837977296182,"Bladder","EIF2S1","P05198;IF2A_HUMAN"
"508",0.56043956043956,"Bladder","ABCE1","P61221;ABCE1_HUMAN"
"509",0.700980392156863,"Bladder","GLG1","Q92896;GSLG1_HUMAN"
"510",0.104395604395604,"Bladder","LACTB2","Q53H82;LACB2_HUMAN"
"511",0.120743034055728,"Bladder","ATP5F1C","P36542;ATPG_HUMAN"
"512",-0.125,"Bladder","PAIP1","Q9H074;PAIP1_HUMAN"
"513",0.325077399380805,"Bladder","ABHD10","Q9NUJ1;ABHDA_HUMAN"
"514",0.777089783281734,"Bladder","ALCAM","Q13740;CD166_HUMAN"
"515",0.574819401444788,"Bladder","NPM1","P06748;NPM_HUMAN"
"516",0.356037151702786,"Bladder","ATP5F1B","P06576;ATPB_HUMAN"
"517",0.336363636363636,"Bladder","UBE2L3","P68036;UB2L3_HUMAN"
"518",0.715170278637771,"Bladder","RAB14","P61106;RAB14_HUMAN"
"519",0.385294117647059,"Bladder","LARS2","Q15031;SYLM_HUMAN"
"520",0.745054945054945,"Bladder","KRT17","Q04695;K1C17_HUMAN"
"521",0.507142857142857,"Bladder","UTRN","P46939;UTRN_HUMAN"
"522",0.657378740970072,"Bladder","RRAS","P10301;RRAS_HUMAN"
"523",0.144117647058824,"Bladder","UTP20","O75691;UTP20_HUMAN"
"524",0.681318681318681,"Bladder","SORT1","Q99523;SORT_HUMAN"
"525",0.562435500515996,"Bladder","CYCS","P99999;CYC_HUMAN"
"526",0.55944055944056,"Bladder","ARHGEF1","Q92888;ARHG1_HUMAN"
"527",0.332142857142857,"Bladder","MYH14","Q7Z406;MYH14_HUMAN"
"528",0.682146542827657,"Bladder","SLC3A2","P08195;4F2_HUMAN"
"529",0.446852425180599,"Bladder","LSG1","Q9H089;LSG1_HUMAN"
"530",0.47781217750258,"Bladder","RHOT2","Q8IXI1;MIRO2_HUMAN"
"531",0.281818181818182,"Bladder","HGH1","Q9BTY7;HGH1_HUMAN"
"532",0.128998968008256,"Bladder","FLII","Q13045;FLII_HUMAN"
"533",-0.0299277605779154,"Bladder","UQCRC1","P31930;QCR1_HUMAN"
"534",0.0464285714285714,"Bladder","DNAJC13","O75165;DJC13_HUMAN"
"535",0.746130030959752,"Bladder","IARS2","Q9NSE4;SYIM_HUMAN"
"536",0.754385964912281,"Bladder","MYH10","P35580;MYH10_HUMAN"
"537",0.614035087719298,"Bladder","HADHA","P40939;ECHA_HUMAN"
"538",0.314685314685315,"Bladder","PGM1","P36871;PGM1_HUMAN"
"539",0.840686274509804,"Bladder","ITGA2","P17301;ITA2_HUMAN"
"540",0.0485036119711042,"Bladder","NUP205","Q92621;NU205_HUMAN"
"541",0.226006191950464,"Bladder","NHP2","Q9NX24;NHP2_HUMAN"
"542",0.435714285714286,"Bladder","UBA2","Q9UBT2;SAE2_HUMAN"
"543",0.71078431372549,"Bladder","HLA-B","P01889;HLAB_HUMAN"
"544",0.535294117647059,"Bladder","MORF4L2","Q15014;MO4L2_HUMAN"
"545",0.0505675954592363,"Bladder","POLR2H","P52434;RPAB3_HUMAN"
"546",0.0423116615067079,"Bladder","THOC2","Q8NI27;THOC2_HUMAN"
"547",0.571078431372549,"Bladder","EHD4","Q9H223;EHD4_HUMAN"
"548",0.128998968008256,"Bladder","RPS14","P62263;RS14_HUMAN"
"549",0.877450980392157,"Bladder","PACSIN3","Q9UKS6;PACN3_HUMAN"
"550",0.0196078431372549,"Bladder","SEC16A","O15027;SC16A_HUMAN"
"551",0.560371517027864,"Bladder","BMS1","Q14692;BMS1_HUMAN"
"552",0.758241758241758,"Bladder","LAMC2","Q13753;LAMC2_HUMAN"
"553",0.470588235294118,"Bladder","NCBP3","Q53F19;NCBP3_HUMAN"
"554",0.0686274509803922,"Bladder","UPF1","Q92900;RENT1_HUMAN"
"555",0.574819401444788,"Bladder","MRE11","P49959;MRE11_HUMAN"
"556",0.327141382868937,"Bladder","PSMC4","P43686;PRS6B_HUMAN"
"557",0.756449948400413,"Bladder","NUP50","Q9UKX7;NUP50_HUMAN"
"558",0.139318885448916,"Bladder","ERH","P84090;ERH_HUMAN"
"559",0.18266253869969,"Bladder","NUP98","P52948;NUP98_HUMAN"
"560",-0.0441176470588235,"Bladder","NUFIP2","Q7Z417;NUFP2_HUMAN"
"561",0.337461300309598,"Bladder","EHMT1","Q9H9B1;EHMT1_HUMAN"
"562",0.681318681318681,"Bladder","LGALS8","O00214;LEG8_HUMAN"
"563",0.0154798761609907,"Bladder","GTPBP4","Q9BZE4;GTPB4_HUMAN"
"564",0.269349845201238,"Bladder","SSRP1","Q08945;SSRP1_HUMAN"
"565",0.240196078431373,"Bladder","UGP2","Q16851;UGPA_HUMAN"
"566",0.459236326109391,"Bladder","NCSTN","Q92542;NICA_HUMAN"
"567",0.517857142857143,"Bladder","BZW2","Q9Y6E2;BZW2_HUMAN"
"568",0.768833849329205,"Bladder","CAT","P04040;CATA_HUMAN"
"569",0.506707946336429,"Bladder","TRIM28","Q13263;TIF1B_HUMAN"
"570",0.307692307692308,"Bladder","C17orf49","Q8IXM2;BAP18_HUMAN"
"571",0.544117647058824,"Bladder","TJP2","Q9UDY2;ZO2_HUMAN"
"572",-0.021978021978022,"Bladder","ASNS","P08243;ASNS_HUMAN"
"573",0.685314685314685,"Bladder","CHMP2A","O43633;CHM2A_HUMAN"
"574",0.0402476780185759,"Bladder","SMARCE1","Q969G3;SMCE1_HUMAN"
"575",0.755882352941176,"Bladder","MVP","Q14764;MVP_HUMAN"
"576",0.482142857142857,"Bladder","SELENOH","Q8IZQ5;SELH_HUMAN"
"577",0.271428571428571,"Bladder","RBM26","Q5T8P6;RBM26_HUMAN"
"578",0.652747252747253,"Bladder","KRT7","P08729;K2C7_HUMAN"
"579",0.589267285861713,"Bladder","DDX24","Q9GZR7;DDX24_HUMAN"
"580",-0.223942208462332,"Bladder","KRT1","P04264;K2C1_HUMAN"
"581",0.905056759545924,"Bladder","KRT8","P05787;K2C8_HUMAN"
"582",0.673890608875129,"Bladder","FLNA","P21333;FLNA_HUMAN"
"583",0.2,"Bladder","TBC1D15","Q8TC07;TBC15_HUMAN"
"584",0.531468531468532,"Bladder","ARMC1","Q9NVT9;ARMC1_HUMAN"
"585",0.919504643962848,"Bladder","ITGA6","P23229;ITA6_HUMAN"
"586",0.593395252837977,"Bladder","GOT2","P00505;AATM_HUMAN"
"587",0.694117647058824,"Bladder","PPL","O60437;PEPL_HUMAN"
"588",0.525283797729618,"Bladder","MCM6","Q14566;MCM6_HUMAN"
"589",0.405572755417957,"Bladder","HNRNPUL1","Q9BUJ2;HNRL1_HUMAN"
"590",0.166666666666667,"Bladder","PTPA","Q15257;PTPA_HUMAN"
"591",0.918181818181818,"Bladder","GTF2F2","P13984;T2FB_HUMAN"
"592",0.335664335664336,"Bladder","CLUH","O75153;CLU_HUMAN"
"593",0.259803921568627,"Bladder","KIF22","Q14807;KIF22_HUMAN"
"594",-0.472527472527473,"Bladder","NACC1","Q96RE7;NACC1_HUMAN"
"595",0.458333333333333,"Bladder","LUZP1","Q86V48;LUZP1_HUMAN"
"596",0.246646026831785,"Bladder","TBCA","O75347;TBCA_HUMAN"
"597",0.283797729618163,"Bladder","ANXA2","P07355;ANXA2_HUMAN"
"598",0.285861713106295,"Bladder","ZFR","Q96KR1;ZFR_HUMAN"
"599",0.240454076367389,"Bladder","RPS2","P15880;RS2_HUMAN"
"600",0.552115583075335,"Bladder","GOLGA5","Q8TBA6;GOGA5_HUMAN"
"601",0.450980392156863,"Bladder","ESYT1","Q9BSJ8;ESYT1_HUMAN"
"602",0.153766769865841,"Bladder","PCNA","P12004;PCNA_HUMAN"
"603",0.846153846153846,"Bladder","DYNC1LI1","Q9Y6G9;DC1L1_HUMAN"
"604",0.088235294117647,"Bladder","KIF23","Q02241;KIF23_HUMAN"
"605",0.325077399380805,"Bladder","SURF6","O75683;SURF6_HUMAN"
"606",0.415892672858617,"Bladder","CANX","P27824;CALX_HUMAN"
"607",0.471620227038184,"Bladder","RALB","P11234;RALB_HUMAN"
"608",0.353846153846154,"Bladder","DBNL","Q9UJU6;DBNL_HUMAN"
"609",0.52734778121775,"Bladder","SMC3","Q9UQE7;SMC3_HUMAN"
"610",0.510714285714286,"Bladder","PNO1","Q9NRX1;PNO1_HUMAN"
"611",0.909184726522188,"Bladder","ACAA1","P09110;THIK_HUMAN"
"612",0.48813209494324,"Bladder","RCN2","Q14257;RCN2_HUMAN"
"613",0.536764705882353,"Bladder","DNM1L","O00429;DNM1L_HUMAN"
"614",0.521155830753354,"Bladder","RMDN3","Q96TC7;RMD3_HUMAN"
"615",0.394117647058824,"Bladder","GRB2","P62993;GRB2_HUMAN"
"616",0.675954592363261,"Bladder","TPM1","P09493;TPM1_HUMAN"
"617",0.470588235294118,"Bladder","TPM4","P67936;TPM4_HUMAN"
"618",0.575980392156863,"Bladder","ANKLE2","Q86XL3;ANKL2_HUMAN"
"619",0.70485036119711,"Bladder","TOP1","P11387;TOP1_HUMAN"
"620",0.36969696969697,"Bladder","KLC2","Q9H0B6;KLC2_HUMAN"
"621",0.436532507739938,"Bladder","MRPS26","Q9BYN8;RT26_HUMAN"
"622",0.921428571428571,"Bladder","ITGB4","P16144;ITB4_HUMAN"
"623",0.41978021978022,"Bladder","ARHGDIA","P52565;GDIR1_HUMAN"
"624",0.164086687306502,"Bladder","THRAP3","Q9Y2W1;TR150_HUMAN"
"625",0.419117647058824,"Bladder","EXOSC8","Q96B26;EXOS8_HUMAN"
"626",0.0319917440660475,"Bladder","ALB","P02768;ALBU_HUMAN"
"627",0.657142857142857,"Bladder","PHF6","Q8IWS0;PHF6_HUMAN"
"628",0.503296703296703,"Bladder","RNPEP","Q9H4A4;AMPB_HUMAN"
"629",0.391124871001032,"Bladder","FIP1L1","Q6UN15;FIP1_HUMAN"
"630",0.423076923076923,"Bladder","ATXN10","Q9UBB4;ATX10_HUMAN"
"631",0.306501547987616,"Bladder","BCLAF1","Q9NYF8;BCLF1_HUMAN"
"632",0.0464396284829721,"Bladder","HNRNPU","Q00839;HNRPU_HUMAN"
"633",0.398601398601399,"Bladder","PARP4","Q9UKK3;PARP4_HUMAN"
"634",0.436532507739938,"Bladder","NOP2","P46087;NOP2_HUMAN"
"635",0.801857585139319,"Bladder","HINT2","Q9BX68;HINT2_HUMAN"
"636",0.190918472652219,"Bladder","ATXN2L","Q8WWM7;ATX2L_HUMAN"
"637",0.674725274725275,"Bladder","FLNC","Q14315;FLNC_HUMAN"
"638",0.353973168214654,"Bladder","ATAD3A","Q9NVI7;ATD3A_HUMAN"
"639",0.826625386996904,"Bladder","KRT18","P05783;K1C18_HUMAN"
"640",0.252837977296182,"Bladder","PKM","P14618;KPYM_HUMAN"
"641",0.550051599587203,"Bladder","P4HB","P07237;PDIA1_HUMAN"
"642",0.416666666666667,"Bladder","FAM120A","Q9NZB2;F120A_HUMAN"
"643",0.360165118679051,"Bladder","COX6B1","P14854;CX6B1_HUMAN"
"644",0.698658410732714,"Bladder","PML","P29590;PML_HUMAN"
"645",0.698658410732714,"Bladder","MTHFD1L","Q6UB35;C1TM_HUMAN"
"646",0.861764705882353,"Bladder","TM9SF2","Q99805;TM9S2_HUMAN"
"647",0.337461300309598,"Bladder","HNRNPA0","Q13151;ROA0_HUMAN"
"648",0.215686274509804,"Bladder","SRRT","Q9BXP5;SRRT_HUMAN"
"649",0.106295149638803,"Bladder","MCM4","P33991;MCM4_HUMAN"
"650",-0.368131868131868,"Bladder","SRPK1","Q96SB4;SRPK1_HUMAN"
"651",-0.145510835913313,"Bladder","POLR2A","P24928;RPB1_HUMAN"
"652",0.108359133126935,"Bladder","ATIC","P31939;PUR9_HUMAN"
"653",0.310714285714286,"Bladder","DCTN1","Q14203;DCTN1_HUMAN"
"654",0.104895104895105,"Bladder","COPG2","Q9UBF2;COPG2_HUMAN"
"655",0.304437564499484,"Bladder","GANAB","Q14697;GANAB_HUMAN"
"656",0.0835913312693498,"Bladder","PDCD10","Q9BUL8;PDC10_HUMAN"
"657",0.710714285714286,"Bladder","THBS1","P07996;TSP1_HUMAN"
"658",0.958333333333333,"Bladder","PSIP1","O75475;PSIP1_HUMAN"
"659",-0.0897832817337461,"Bladder","PARP1","P09874;PARP1_HUMAN"
"660",-0.1,"Bladder","SLK","Q9H2G2;SLK_HUMAN"
"661",0.0361197110423117,"Bladder","PSMD2","Q13200;PSMD2_HUMAN"
"662",0.799793601651187,"Bladder","ASPH","Q12797;ASPH_HUMAN"
"663",0.151702786377709,"Bladder","SFPQ","P23246;SFPQ_HUMAN"
"664",0.607843137254902,"Bladder","PSPC1","Q8WXF1;PSPC1_HUMAN"
"665",0.609907120743034,"Bladder","PRPF4B","Q13523;PRP4B_HUMAN"
"666",0.445054945054945,"Bladder","CCDC9","Q9Y3X0;CCDC9_HUMAN"
"667",0.228571428571429,"Bladder","APRT","P07741;APT_HUMAN"
"668",0.0461538461538462,"Bladder","CCDC6","Q16204;CCDC6_HUMAN"
"669",0.564499484004128,"Bladder","SPTBN1","Q01082;SPTB2_HUMAN"
"670",0.475524475524476,"Bladder","MAP7D1","Q3KQU3;MA7D1_HUMAN"
"671",0.556372549019608,"Bladder","NLN","Q9BYT8;NEUL_HUMAN"
"672",0.349450549450549,"Bladder","GGCX","P38435;VKGC_HUMAN"
"673",0.33578431372549,"Bladder","CACYBP","Q9HB71;CYBP_HUMAN"
"674",0.12280701754386,"Bladder","BNIP1","Q12981;SEC20_HUMAN"
"675",0.642930856553148,"Bladder","SSB","P05455;LA_HUMAN"
"676",-0.219814241486068,"Bladder","PSMD11","O00231;PSD11_HUMAN"
"677",0.417956656346749,"Bladder","CTTN","Q14247;SRC8_HUMAN"
"678",0.463364293085655,"Bladder","TPD52L2","O43399;TPD54_HUMAN"
"679",0.742002063983488,"Bladder","MACF1","Q9UPN3;MACF1_HUMAN"
"680",0.351909184726522,"Bladder","NOL6","Q9H6R4;NOL6_HUMAN"
"681",0.389285714285714,"Bladder","ALDH6A1","Q02252;MMSA_HUMAN"
"682",-0.144117647058824,"Bladder","DIAPH1","O60610;DIAP1_HUMAN"
"683",0.216783216783217,"Bladder","HEBP2","Q9Y5Z4;HEBP2_HUMAN"
"684",0.503571428571428,"Bladder","JUNB","P17275;JUNB_HUMAN"
"685",0.18266253869969,"Bladder","ARPC4","P59998;ARPC4_HUMAN"
"686",0.453044375644995,"Bladder","GAPDH","P04406;G3P_HUMAN"
"687",0.637362637362637,"Bladder","SLC30A1","Q9Y6M5;ZNT1_HUMAN"
"688",0.791537667698658,"Bladder","TM9SF4","Q92544;TM9S4_HUMAN"
"689",0.327272727272727,"Bladder","HEXIM1","O94992;HEXI1_HUMAN"
"690",0.136363636363636,"Bladder","LPCAT4","Q643R3;LPCT4_HUMAN"
